sentimen,tweet,tweet_clean
netral,"yang saya dengar dia katakan: untuk apa impor, industri harus dalam negeri. Buat saya, ini karakteristik ekonomi tertutup.",yang saya dengar dia katak untuk apa impor industri harus dalam negeri buat saya ini karakteristik ekonomi tutup
negatif,"Scope berpikir Anda kecil sekali. Yg pak jokowi mau tekankan bukan soal main gamenya, tapi ekosistemnya. Pemain ML, DOTA, FF, PUBG banyak sekali yg berbasis di Indo. Pak Jokowi mau tau apa tanggapan pak Prabowo soal potensi dr ekonomi kreatif ini, (1)",scope pikir anda kecil sekali yg pak jokowi mau tekan bukan soal main gamenya tapi ekosistem main ml dota ff pubg banyak sekali yg basis di indo pak jokowi mau tau apa tanggap pak prabowo soal potensi dr ekonomi kreatif ini 1
netral,"Jadi Film sebagai salah satu subsektor ekonomi kreatif (ekraf) dengan pertumbuhan tertinggi yaitu mencapai 10,09% pada PDB ekraf 2016.  #JokowiMenangTotalDebat @jokowi @ratunyirnyir",jadi film bagai salah satu subsektor ekonomi kreatif ekraf dengan tumbuh tinggi yaitu capai 10 09 pada pdb ekraf 2016 jokowi menang total debat jokowi ratunyirnyir
netral,"Sandi: Ingin harga pangan terjangkau, tusuk Prabowo-Sandi    #HoaxJkwMenangTotalDebat",sandi ingin harga pangan jangkau tusuk prabowo sandi hoax jkw menang total debat
netral,Akhir debat malam ini ditutup dengan pelajaran sangat berharga :  Jurus kartu JKW-Ma'ruf   vs   Komitmen untuk tidak mengambil gaji sepeserpun dari Prabowo-Sandi  Mana yang paling anda sukai??  Silahkan tentukan di TPS tgl 17april nanti.,akhir debat malam ini tutup dengan ajar sangat harga jurus kartu jkw ma ruf vs komitmen untuk tidak ambil gaji peser dari prabowo sandi mana yang paling anda suka silah tentu di tps tgl 17april nanti
netral,Mau saya kasih statistik penghasilan pro gamer ga? Bisa ngelebihi gaji seumur hidup amda mungkin,mau saya kasih statistik hasil pro gamer ga bisa ngelebihi gaji umur hidup amda mungkin
positif,"Ganasssssss, ini baru Pemimpin @prabowo @sandiuno .Tak mau ambil gaji krn menganggap ekonominya sdh Mapan. #SambutKemenangan02",ganasssssss ini baru pimpin prabowo sandiuno tak mau ambil gaji krn anggap ekonomi sdh mapan sambut kemenangan02
netral,Mau harga skincare turun Tusuk prabowo sandi Mau  muka putih dan glowing  Tusuk prabowo sandi  Mau harga guerlain orchide imperiale turun tusuk  prabowo sandi  #sandi,mau harga skincare turun tusuk prabowo sandi mau muka putih dan glowing tusuk prabowo sandi mau harga guerlain orchide imperiale turun tusuk prabowo sandi sandi
netral,@jokowi dinilai membuktikan komitmennya dalam meningkatkan Perekonomian dengan bidang industri.  #JokowiMenangTotalDebat,jokowi nilai bukti komitmen dalam tingkat ekonomi dengan bidang industri jokowi menang total debat
netral,Penutup debat terakhir prabowo_sandi tidak mengambil gaji presiden dan wakil presiden dan akan disumbangkan kerakyat dan kaum duafa ðŸ‘,tutup debat akhir prabowo sandi tidak ambil gaji presiden dan wakil presiden dan akan sumbang rakyat dan kaum duafa
netral,"ini peluang bisnis baru yang besar,  dampak itu pasti ada makanya kita harus antisipasi dan siap siap hadapi perubahan.  bukan salahkan pemerintah dan mengeluh.. siapapun pimpinan negara nya arus ekonomi bisnis global ga bisa dihindari braay, eh malah dijawab kekhawatiran pangan!",ini peluang bisnis baru yang besar dampak itu pasti ada makanya kita harus antisipasi dan siap siap hadap ubah bukan salah perintah dan keluh siapa pimpin negara nya arus ekonomi bisnis global ga bisa hindar braay eh malah jawab khawatir pangan
positif,"Masya Allah My tearssss Allah bless you Sir @prabowo and Bro @sandiuno   Seluruh gaji tak kan diterima, karena Allah telah memberimu lebih dari cukup dari Indonesia ini. https://twitter.com/TRANS7/status/1117090764981526528Â â€¦",masya allah my tearssss allah bless you sir prabowo and bro sandiuno seluruh gaji tak kan terima karena allah telah beri lebih dari cukup dari indonesia ini
positif,gaji bapak Prabowo Subianto dan Sandiaga Salahuddin Uno tidak akan di ambil jika jadi presiden RI ... selama ini sumbangan rakyat untuk bapak PRABOWO subianto dan bang sandiaga akan di kembalikan untuk...  https://www.facebook.com/100000473846261/posts/3158810277478069/Â â€¦,gaji bapak prabowo subianto dan sandiaga salahuddin uno tidak akan di ambil jika jadi presiden ri lama ini sumbang rakyat untuk bapak prabowo subianto dan bang sandiaga akan di kembali untuk
positif,"#DebatTerakhirPilpres2019   Slh satu bukti Reformasi di bid. Perpajakan Pak @jokowi yaitu kita bsa mlakukn SPT kita melalui e-failing  Ayo siapa yg masih mnyangkal slh satu kberhasiln pmrnthn beliau di bidang ini, berarti dia bukan orang yg taat pajakðŸ˜ðŸ˜ðŸ˜€ #Coblos01SudahTerbukti pic.twitter.com/pmnWmrroKi",debat akhir pilpres2019 slh satu bukti reformasi di bid pajak pak jokowi yaitu kita bsa mlakukn spt kita lalu e failing ayo siapa yg masih mnyangkal slh satu kberhasiln pmrnthn beliau di bidang ini arti dia bukan orang yg taat pajak coblos01 sudah bukti
positif,Dalam #DebatPilpres2019 sy sebagai dosen ekonomi digital sangat kagum dengan program kerja ekonomi pak @jokowi jadi bagi mahasiswa sy mari dukung Capres yg bisa membedain ekonomi mikro dan makro seperti pak Jokowi ðŸ™‚ #JokowiMenangTotalDebat pic.twitter.com/YmHngGX8nN,dalam debat pilpres2019 sy bagai dosen ekonomi digital sangat kagum dengan program kerja ekonomi pak jokowi jadi bagi mahasiswa sy mari dukung capres yg bisa membedain ekonomi mikro dan makro seperti pak jokowi jokowi menang total debat
negatif,bapak @jokowi di debat bapak bahas esport ada apa pak?... mau caper sama milenial?... emang esport bisa jadi lapangan kerja?... ada di kartu prakerja?... berapa gajinya?... setau saya yg jadi lapangan kerja youtubers bukan esport pak #GueKapokPilihJokowi #DebatPilpres2019,bapak jokowi di debat bapak bahas esport ada apa pak mau caper sama milenial emang esport bisa jadi lapang kerja ada di kartu prakerja berapa gaji tau saya yg jadi lapang kerja youtubers bukan esport pak gue kapok pilih jokowi debat pilpres2019
positif,Masya Allah...komitmen pak @prabowo dan bang @sandiuno tidak akan mengambil gaji selama menjabat..... #salut #PrabowoSandiMenang #InsyaAllahmenang,masya allah komitmen pak prabowo dan bang sandiuno tidak akan ambil gaji lama jabat salut prabowo sandi menang insya allahmenang
negatif,"Pemerintah yg kompeten, akan memberdayakan ekonomi rakyat.  Kita lihat skrg : Jutaan Rakyat pinter tdk berdaya menghadapi pemimpin Bodoh.  So Kepemimpinan Nasional adalah slh satu hal yg penting  #AaGymPilihPrabowo",perintah yg kompeten akan daya ekonomi rakyat kita lihat skrg juta rakyat pinter tdk daya hadap pimpin bodoh so pimpin nasional adalah slh satu hal yg penting aa gym pilih prabowo
positif,subhanallah dgn krendahan hatinya prabowo sandi akan membagikan seluruh gajinya kpda yatim dan duafa... midah2an jalan mu diridoi oleh allah swt. amiiiiin  sugul ngronda jluk.,subhanallah dgn krendahan hati prabowo sandi akan bagi seluruh gaji kpda yatim dan duafa midah2an jalan mu diridoi oleh allah swt amiiiiin sugul ngronda jluk
positif,"iyalah...gak bakalan jadi kok, gaji apa yg mau diambil....@prabowo @sandiuno",iya gak bakal jadi kok gaji apa yg mau ambil prabowo sandiuno
negatif,"Iya ni gue emosi juga pas nonton tdi, yakali ekonomi mikro semudah membalikkan telapak tangan? Butuh proses kali!",iya ni gue emosi juga pas nonton tdi yakali ekonomi mikro mudah balik telapak tangan butuh proses kali
positif,"Kami sdh sangat bersyukur dengan keadaan ini, gaji 100% utk rakyat. Mau segalanya lebih baik, tusuk @prabowo @sandiuno   Allah yang Maha Membolak balikkan hati.  #DebatPilpres2019",kami sdh sangat syukur dengan ada ini gaji 100 utk rakyat mau segala lebih baik tusuk prabowo sandiuno allah yang maha bolak balik hati debat pilpres2019
negatif,"Sudah di jawab pak 02 ga fokus sama yg begituan lebih fokus ke harga2 sembako, pertanian dll Kalo mau bilang kasarnya ngapain ngurusin games2? Sudah dibahas juga sma bang sandi diawal, ente aja ga nyimak kali coba diputer lagi videonya",sudah di jawab pak 02 ga fokus sama yg begitu lebih fokus ke harga2 sembako tani dll kalo mau bilang kasar ngapain ngurusin games2 sudah bahas juga sma bang sandi awal ente aja ga nyimak kali coba puter lagi video
positif,"Jangan kan gaji,jiwa raga pun diserahkan untuk rakyat indonesiaa....ingat kalimat gusdur ""orang yang paling ikhlas buat indonesia yaa PRABOWO.....",jangan kan gaji jiwa raga pun serah untuk rakyat indonesiaa ingat kalimat gusdur orang yang paling ikhlas buat indonesia yaa prabowo
netral,"Capres nomor urut 02, @prabowo: Digital-digital itu bagus tapi masyarakat kita butuh swasembada pangan dalam harga terjangkau, rakyat kita sedang susah, itu yang akan saya fokus.  #DebatKelimaPilpres2019 #Pemilu2019 #DebatPilpres2019 #DebatCapresCawapres #LayarPemiluTepercaya pic.twitter.com/A2trtjbvO6",capres nomor urut 02 prabowo digital digital itu bagus tapi masyarakat kita butuh swasembada pangan dalam harga jangkau rakyat kita sedang susah itu yang akan saya fokus debat lima pilpres2019 pemilu2019 debat pilpres2019 debat capres cawapres layar milu percaya
positif,Yang penting harga bahan pokok murah terjangkau usaha lancar  hidup tenang (tahun 2014 saya pilih Prabowo sekarang pilih Prabowo sandi juga,yang penting harga bahan pokok murah jangkau usaha lancar hidup tenang tahun 2014 saya pilih prabowo sekarang pilih prabowo sandi juga
positif,Allahu Akbar... Masya Allah... Ya Rahman Ya Rahiim. Pak @prabowo dan bang @sandiuno akan memberikan gajinya kepada rakyat Indonesia apabila mereka terpilih menjadi Presiden dan Wakil Presiden Indonesia 2019-2024.  Kalian masih tidak pilih 02? Kebangetan! #PrabowoSandiMenangDebat,allahu akbar masya allah ya rahman ya rahiim pak prabowo dan bang sandiuno akan beri gaji kepada rakyat indonesia apabila mereka pilih jadi presiden dan wakil presiden indonesia 2019 2024 kalian masih tidak pilih 02 banget prabowo sandi menang debat
negatif,"Awali dari yg kecil baru ke yg besar. Mikro adalah potret bagi makro, agar kebijakan ekonomi makro dilakukan menyeluruh bkn parsial Gw g pernah pilih jokowi tapi #GueKapokPilihJokowi ðŸ˜‚ðŸ˜‚",awal dari yg kecil baru ke yg besar mikro adalah potret bagi makro agar bijak ekonomi makro laku seluruh bkn parsial gw g pernah pilih jokowi tapi gue kapok pilih jokowi
netral,"Paslon 01 Bapak @Jokowi dan Abah @KHMarufAmin_ melalui Progam DEWI (Desa Wisata), DEDI (Desa Digital) dan MEKAAR (Membina Ekonomi Keluarga Sejahtera) adalah contoh strategi pemberdayaan ekonomi bagi masyarakat pedesaan. #JokowiMenangTotalDebat pic.twitter.com/7piSAMDGJC",paslon 01 bapak jokowi dan abah khmarufamin lalu progam dewi desa wisata dedi desa digital dan mekaar bina ekonomi keluarga sejahtera adalah contoh strategi daya ekonomi bagi masyarakat desa jokowi menang total debat
positif,"Alhamdulillah,penutup terkeren dr @prabowo  Dan @sandiuno ,tidak akan mengambil gaji dan menymbangkan gajinya utk negara dan kesejahteraan rakyat. Ya Allah,kami mohon kabulkan doa kami agar Indonesia dipimpin oleh PrabowoSandiðŸ™Amin ya Robbal 'alamin. You Turn Broo ðŸ¤”ðŸ¤”âœŒâœŒ",alhamdulillah tutup keren dr prabowo dan sandiuno tidak akan ambil gaji dan menymbangkan gaji utk negara dan sejahtera rakyat ya allah kami mohon kabul doa kami agar indonesia pimpin oleh prabowosandi amin ya robbal alamin you turn broo
netral,Pak Sandi :  -Pgn lap kerja bertambah? Tusuk Prabowo Sandi -Pgn Ekonomi maju? Tusuk prabowi sandi -pgn tagihan listrik turun? Tusuk Prabowo Sandi  Tambahan : -pgn bikin mantan sakit? Tusuk boneka santet  #AkhirnyaDebatBerakhir #DebatPilpres2019,pak sandi pgn lap kerja tambah tusuk prabowo sandi pgn ekonomi maju tusuk prabowi sandi pgn tagih listrik turun tusuk prabowo sandi tambah pgn bikin mantan sakit tusuk boneka santet akhir debat akhir debat pilpres2019
negatif,"Sandi: TPS itu singkatan Tusuk Prabowo Sandi Mau dapet kerja? Tusuk Prabowo Sandi Mau hargaÂ² turun? Tusuk Prabowo Sandi Dll...  Kalo mau nya doi ga cuek lagi, Tusuk Prabowo Sandi jg? ðŸ˜¶ #DebatPilpres2019",sandi tps itu singkat tusuk prabowo sandi mau dapet kerja tusuk prabowo sandi mau harga turun tusuk prabowo sandi dll kalo mau nya doi ga cuek lagi tusuk prabowo sandi jg debat pilpres2019
negatif,"Prabowo-Sandi tak akan ambil gaji jika terpilih mjd presiden dan wakil presiden. Mereka akan alokasikan gaji untuk kaum dhuafa, yatim piatu, dan untuk kepentingan Indonesia. <<=== denger statement ini tadi jadi pen ketawa ðŸ˜„",prabowo sandi tak akan ambil gaji jika pilih mjd presiden dan wakil presiden mereka akan alokasi gaji untuk kaum dhuafa yatim piatu dan untuk penting indonesia denger statement ini tadi jadi pen ketawa
negatif,"Pak @prabowo & Pak @sandiuno  tidak akan ambil gaji. Lah si jae disuruh cuti aja OGAH, PAKE FASILITAS NEGARA LAGI #BeraniPilih02 #BeraniPilih02",pak prabowo pak sandiuno tidak akan ambil gaji lah si jae suruh cuti aja ogah pake fasilitas negara lagi berani pilih02 berani pilih02
positif,Closing pak @prabowo & bang @sandiuno sangat MANTUL. Masya Allah ðŸ˜ðŸ˜  Dan beliau berdua berkomitmen jika menang TIDAK AKAN MENGAMBIL GAJI SEPESERPUN. Semua akan beliau serahkan untuk kaum dhuafa. ALLAHU AKBAR !!! ALLAHU AKBAR !!!  #BeraniPilih02,closing pak prabowo bang sandiuno sangat mantul masya allah dan beliau dua komitmen jika menang tidak akan ambil gaji peser semua akan beliau serah untuk kaum dhuafa allahu akbar allahu akbar berani pilih02
negatif,Katanya tadi tidak akan menerima gaji jika diamanahkan menjabat. Kenapa tidak singkron dengan hal yang dilakukan diwaktu kompanye malah menerima uang dari emak-emak yang kata Bapak @prabowo dan @sandiuno tidak memiliki kecukupan ekonomi dan finansial. Akan kah termasuk #hoax02,kata tadi tidak akan terima gaji jika amanah jabat kenapa tidak singkron dengan hal yang laku waktu kompanye malah terima uang dari emak emak yang kata bapak prabowo dan sandiuno tidak milik cukup ekonomi dan finansial akan kah masuk hoax02
positif,Poin utama debat terakhir yg penting.gajih Presiden dan Wakil presiden Prabowo Sandi jika terpilih akan disumbangkan pada masyarakat miskin,poin utama debat akhir yg penting gajih presiden dan wakil presiden prabowo sandi jika pilih akan sumbang pada masyarakat miskin
netral,Ekonomi ngr di mulai dr geliat kehidupan ekonomi rakyatnya.,ekonomi ngr di mulai dr geliat hidup ekonomi rakyat
negatif,"Nonton debat , saya melihat inkonsistensi pandangan antaa prabowo dan sandiaga uno ... dan tidak mampu menguasai perekonomian dengan baik, makin mantap pilih 01! #JokowiMenangTotalDebat #JokoWin17April",nonton debat saya lihat inkonsistensi pandang antaa prabowo dan sandiaga uno dan tidak mampu kuasa ekonomi dengan baik makin mantap pilih 01 jokowi menang total debat joko win17 april
netral,Ya kalau impor besar-besaran kan memukul pelaku ekonomi mikro juga? Secara langsung/nggak langsung saling terkait antara ekonomi makro dan mikro.,ya kalau impor besar besar kan pukul laku ekonomi mikro juga cara langsung nggak langsung saling kait antara ekonomi makro dan mikro
positif,Makasih mas sdh mengingatkanðŸ™ðŸ» pak prabowo cuma ngomong naikin pajak tdk jelas tax ratio / tax rate,makasih mas sdh ingat pak prabowo cuma ngomong naikin pajak tdk jelas tax ratio tax rate
negatif,"Pak prabowo sama pak sandiaga jangan cuma gaji aja. Tunjangan jabatan juga dong. Dimana2 kalo pemerintahan sama sipil, tunjangan jabatann jauh lebih gede :))",pak prabowo sama pak sandiaga jangan cuma gaji aja tunjang jabat juga dong dimana2 kalo perintah sama sipil tunjang jabatann jauh lebih gede
netral,"Pajak itu bisa bocor karena dari manusia untuk negara. Zakat itu kalo mau bikin bocor pasti mikir, soalnya resiko diumumkan di masjid dan mushala... #BeraniPilih02",pajak itu bisa bocor karena dari manusia untuk negara zakat itu kalo mau bikin bocor pasti mikir soal resiko umum di masjid dan mushala berani pilih02
negatif,Wkwkwkwkwkw....kurang sadar alias siuman lama Krn harga mahal mungkin hny dlm mimpinya realnya baru akan berakhir masa jabatannya dia baru nyadar dan baru bangun dr tidur lamanya,wkwkwkwkwkw kurang sadar alias siuman lama krn harga mahal mungkin hny dlm mimpi real baru akan akhir masa jabat dia baru nyadar dan baru bangun dr tidur lama
netral,Gaji sandi dan prabowo akan disumbangkan untuk kaum duafa,gaji sandi dan prabowo akan sumbang untuk kaum duafa
netral,"Prabowo-sandi sepakat tidak akan mengambil gaji jika terpilih nanti, berjanji akan menghormati ulama dan mematuhi fakta integritas bersama ijtima ulama.  #17AprilMantapPilihPrabowoSandi",prabowo sandi sepakat tidak akan ambil gaji jika pilih nanti janji akan hormat ulama dan patuh fakta integritas sama ijtima ulama 17 april mantap pilih prabowo sandi
positif,Ekonomi syariah dan pariwisata halal lebih nyata dengan Pakde Jokowi sebagai Presiden,ekonomi syariah dan pariwisata halal lebih nyata dengan pakde jokowi bagai presiden
positif,"-Ngga akan ambil gaji- catet itu wahai saudara2ku. Jika utk harta, pak @prabowo @sandiuno sdh cukup. Tapi demi kepentingan rakyat dan keberlanjutan negara tercinta iniâ¤ï¸ðŸ‡®ðŸ‡© #HoaxJkwMenangTotalDebat",ngga akan ambil gaji catet itu wahai saudara2ku jika utk harta pak prabowo sandiuno sdh cukup tapi demi penting rakyat dan lanjut negara cinta ini hoax jkw menang total debat
positif,"Bagimu yg dijawa gaada beda atau mgkin parah, tp bagi yg ditimur sana mgkin beda, aku aja ngerasain ke jogja cuma 3 jam, harga masih stabil, bbm tersedia terus gk pernah ada kelangkaan, yaaa ini pembangunan paling masuk akal dri pda sebelum sebelumnya",bagi yg dijawa gaada beda atau mgkin parah tp bagi yg timur sana mgkin beda aku aja ngerasain ke jogja cuma 3 jam harga masih stabil bbm sedia terus gk pernah ada langka yaaa ini bangun paling masuk akal dri pda belum belum
netral,"Arsul menyebut, Jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi. Namun Sekjen PPP itu tidak memberikan detailnya. Ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung. #JokowiMenangTotalDebat",arsul sebut jokowi akan sampai kejut saat papar kena isu ekonomi namun sekjen ppp itu tidak beri detail ia kata kejut itu akan keluar gantung dari tanya saat debat langsung jokowi menang total debat
positif,PRABOWO-SANDI tidak akan ngambil Gaji keren kan hal?,prabowo sandi tidak akan ngambil gaji keren kan hal
netral,"Mau pemimpin hebat datang ke TPS=Tusuk Prabowo Sandi Mau rakyat makmur, ke TPS=Tusuk Prabowo Sandi Mau harga-harga terjangkau , ke TPS=Tusuk Prabowo Sandi Mau lapangan kerja tersedia , ke TPS=Tusuk Prabowo Sandi Mau Negara di perhitungkan Dunia, ke TPS=Tusuk Prabowo Sandi #keTPS",mau pimpin hebat datang ke tps tusuk prabowo sandi mau rakyat makmur ke tps tusuk prabowo sandi mau harga harga jangkau ke tps tusuk prabowo sandi mau lapang kerja sedia ke tps tusuk prabowo sandi mau negara di hitung dunia ke tps tusuk prabowo sandi ke tps
negatif,"Pembangunan Ekonomi tanpa pemerataan?  Waduuuh timpang dong nantiðŸ˜  Kalo Pak @jokowi sama @KHMarufAmin_  mah udah mikirin sampe kesini, gatau kalo yg lainðŸ˜ #DebatCapres #17AprilPilihNasDem pic.twitter.com/sDNRs8kjDF",bangun ekonomi tanpa rata waduuuh timpang dong nanti kalo pak jokowi sama khmarufamin mah udah mikirin sampe kesini gatau kalo yg lain debat capres 17 april pilih nas dem
netral,Kita Berdua Tidak Akan Mengambil Gaji Kami. Kita Wakafkan kepada masyarakat yg membutuhkan.   #Insya Allah Prabowo Sandi Menang,kita dua tidak akan ambil gaji kami kita wakaf kepada masyarakat yg butuh insya allah prabowo sandi menang
netral,02 berkomit tidak MENGAMBIL GAJI ðŸ˜‡ðŸ˜‡ðŸ’•ðŸ’•ðŸ˜ðŸ˜ðŸ‘†ðŸ‘† #BeraniPilih02 #DebatPilpres2019 #DebatTerakhirPilpres2019 @tvOneNews @prabowo @sandiuno,02 komit tidak ambil gaji berani pilih02 debat pilpres2019 debat akhir pilpres2019 tvonenews prabowo sandiuno
positif,Woow..  ..... Gaji Prabowo Sandi tidak akan diambil & akan disumbangkan jika terpilih. MasyaAllah... @prabowo @sandiuno @Gerindra #17AprilPrabowoPresidenRI pic.twitter.com/Zp5i6IdV9d,woow gaji prabowo sandi tidak akan ambil akan sumbang jika pilih masyaallah prabowo sandiuno gerindra 17 april prabowo presiden ri
negatif,Bangga dengan mental gembelnya.  Tidak ada kebanggaan harga diri. Ngeri jika budaya ini disebarkan,bangga dengan mental gembel tidak ada bangga harga diri ngeri jika budaya ini sebar
netral,Mau harga UC PUBGM murah?   TUSUK PRABOWO-SANDI,mau harga uc pubgm murah tusuk prabowo sandi
positif,PENGABDIAN KE NEGARA @prabowo.@sandiuno DENGAN KEIKHLASAN MEREKA BERDUA LILLAHITA'ALA IKHLAS TANPA HARUS NGOMONG IKHLAS UNTUK MENGABDI TANPA MENERIMA GAJI SEPERSENPUN UNTUK MENJADI PRESIDEN DAN WAKIL PRESIDEN ðŸ˜¢ðŸ˜¢ðŸ˜¢ tetesan air mata kebahagiaan seluruh indonesia,abdi ke negara prabowo sandiuno dengan ikhlas mereka dua lillahita ala ikhlas tanpa harus ngomong ikhlas untuk abdi tanpa terima gaji persen untuk jadi presiden dan wakil presiden tetes air mata bahagia seluruh indonesia
negatif,Prabowo/sandi tdk faham arti dari ekonomi mikro dan makro..kok tolok ukurnya mak2 utk skala nasional..  https://twitter.com/detikcom/status/1117089410061938688Â â€¦,prabowo sandi tdk faham arti dari ekonomi mikro dan makro kok tolok ukur mak2 utk skala nasional
negatif,"Prabowo-Sandi imitasi Trump-Pence banget dilihat dari orientasi, garis besar visi misi, idealisme, bahkan komitmen utk tidak menerima gaji presiden-wapres (said the wealthiest candidate). Well, you see how it's going in the US now, don't you? Now, think! #DebatPilpres2019",prabowo sandi imitasi trump pence banget lihat dari orientasi garis besar visi misi idealisme bahkan komitmen utk tidak terima gaji presiden wapres said the wealthiest candidate well you see how it s going in the us now don t you now think debat pilpres2019
positif,"Kapan lagi kita memilih presiden dan wakil presiden yang tidak mau di gaji, kalau bukan sekarang. Ayo tusuk @prabowo dan @sandiuno karena saat ini ada calon yang mau berkerja untuk rakyat tapi tidak mau di gaji. #DebatPilpres2019",kapan lagi kita pilih presiden dan wakil presiden yang tidak mau di gaji kalau bukan sekarang ayo tusuk prabowo dan sandiuno karena saat ini ada calon yang mau kerja untuk rakyat tapi tidak mau di gaji debat pilpres2019
negatif,"Mobile Legend, pubg game lainnya mgkn bisa memperbaiki ekonomi makro ðŸ¤•ðŸ¤’ðŸ¤§ðŸ˜ª #AaGymPilihPrabowoSandi #HoaxJkwMenangTotalDebat",mobile legend pubg game lain mgkn bisa baik ekonomi makro aa gym pilih prabowo sandi hoax jkw menang total debat
positif,"Barangkali karena trend pertumbuhan ekonomi 2009-2014 menurun, makanya bukan salah pak @jokowi",barangkali karena trend tumbuh ekonomi 2009 2014 turun makanya bukan salah pak jokowi
positif,Mantap jiwa Prabowo Sandi tidak akan mengambil gaji jika jadi presiden RI,mantap jiwa prabowo sandi tidak akan ambil gaji jika jadi presiden ri
positif,Alhamdulillah. Prabowo Sandi tidak akan menerima gaji saat memimpin dan akan menyumbangkan untuk kepentingan Bangsa dan Negara ! Makin yakin 02 untuk Indonesia Adil Makmur !!!,alhamdulillah prabowo sandi tidak akan terima gaji saat pimpin dan akan sumbang untuk penting bangsa dan negara makin yakin 02 untuk indonesia adil makmur
positif,"Merinding ketika mendengar: ""Saya dan pak prabowo tdk akan menerima gaji kami dan akan disalurkan kepada dhuafa"" MasyaAllah",merinding ketika dengar saya dan pak prabowo tdk akan terima gaji kami dan akan salur kepada dhuafa masyaallah
negatif,"Tanya utang perusahaan2nya udah di lunasin belum? Sok sok gak mau ambil gaji. Iya lah, berapa sih gaji presiden dibandingkan keuntungan dia klo jadi pejabat trus bisa main2 ama apbn?",tanya utang perusahaan2nya udah di lunasin belum sok sok gak mau ambil gaji iya lah berapa sih gaji presiden banding untung dia klo jadi jabat trus bisa main2 ama apbn
netral,"Ingin menggunakan biofuel itu sudah ada B20 dan nanti jadi B50 lalu naik jadi B100. Cara itu sudah kita mulai. Sekali lagi ini ekonomi makro bukan mikro, tidak gampangan, @jokowi #CatatanNajwaDebatPilpres #DebatPilpres2019 #suarapenentu https://twitter.com/MataNajwa/status/1117078854881796096?s=04Â â€¦",ingin guna biofuel itu sudah ada b20 dan nanti jadi b50 lalu naik jadi b100 cara itu sudah kita mulai sekali lagi ini ekonomi makro bukan mikro tidak gampang jokowi catat najwa debat pilpres debat pilpres2019 suarapenentu
netral,"20.â€œ@jokowi menciptakan iklim bisnis yang kondusif melalui paket kebijakan ekonomi serta kemudahan dalam perizinan usaha. Sehingga banyak investasi masuk ke Indonesia,â€ ujar Menteri Perindustrian Airlangga Hartarto  https://bit.ly/2GkzePqÂ  #JokowiMenangTotalDebat",20 jokowi cipta iklim bisnis yang kondusif lalu paket bijak ekonomi serta mudah dalam izin usaha sehingga banyak investasi masuk ke indonesia ujar menteri industri airlangga hartarto jokowi menang total debat
positif,"Breaking news , prabowo sandi tak ambil serupiah pun gaji kalau terpilih . Gancossssssss #17April2019PeoplePower",breaking news prabowo sandi tak ambil rupiah pun gaji kalau pilih gancossssssss 17 april2019 people power
negatif,Mabar mobil legend diminngu tenang agar ekonomi meningkat ðŸ˜‚ðŸ˜‚ #HoaxJkwMenangTotalDebat,mabar mobil legend diminngu tenang agar ekonomi tingkat hoax jkw menang total debat
negatif,Pake susu produksi perusahan bapak sendiri.. Berarti nepotisme dong.. Sok Gak ambil gaji.. Tp proyek2 dikuasai saudara sendiri.. Mmg orba ttp bangsat.. Penipu.. Penculik.. Dan pembunuh..,pake susu produksi usah bapak sendiri arti nepotisme dong sok gak ambil gaji tp proyek2 kuasa saudara sendiri mmg orba ttp bangsat tipu culik dan bunuh
positif,TPS: TUSUK PRABOWO SANDI IKHLAS BERBAKTI UNTUK NKRI gaji beliau2 akan diberikan utk rakyat @prabowo @sandiuno kereeeeen.. Jadi #HoaxJkwMenangTotalDebat,tps tusuk prabowo sandi ikhlas bakti untuk nkri gaji beliau2 akan beri utk rakyat prabowo sandiuno kereeeeen jadi hoax jkw menang total debat
positif,buset gaji gadiambil pak prabowo sandi #respect ðŸ‘ðŸ»ðŸ‘ðŸ»,buset gaji gadiambil pak prabowo sandi respect
netral,"Kan jokowi bilang, ekonomi negara itu ngomonging ekonomi makro. Nah, yg begituan apaan coba?",kan jokowi bilang ekonomi negara itu ngomonging ekonomi makro nah yg begitu apa coba
netral,Mau gaji dokter hewan minimal 10 juta? Tusuk Prabowo-Sandi!,mau gaji dokter hewan minimal 10 juta tusuk prabowo sandi
positif,Kalau menurut saya  bang @sandiuno  dan bapak @prabowo   mampu menempatkan di mana tugasnya  Karna saya bangga pak prabowo memberikan kesempatan untuk yang ahlinya Penjaga kedaulatan Dan  Pengelola perekonomian  Aman adil .dan makmur . Sehat selalu tugas berat di pundak bapak br2,kalau turut saya bang sandiuno dan bapak prabowo mampu tempat di mana tugas karna saya bangga pak prabowo beri sempat untuk yang ahli jaga daulat dan kelola ekonomi aman adil dan makmur sehat selalu tugas berat di pundak bapak br2
netral,"Kl harga pangan rendah (supaya konsumen sejahtera), petani teriak krn labanya berkurang (bhk rugi). Kl harganya tinggi, petani sejahtera, tp konsumen teriak. Jd, terkait harga pangan ini, apa ""kuncinya"" supaya petani & konsumen sejahtera?",kl harga pangan rendah supaya konsumen sejahtera tani teriak krn laba kurang bhk rugi kl harga tinggi tani sejahtera tp konsumen teriak jd kait harga pangan ini apa kunci supaya tani konsumen sejahtera
