sentimen,tweet,tweet_clean
positif,Sdh seharusnya.. Kok malah duluan aku ya memutuskan memilih jokowi dgn seorang yg tahu banyak tentang ekonomi  Indonesia??,sdh duluan ya putus pilih jokowi dgn yg ekonomi indonesia
negatif,Im just gonna express my confussion. Sige. Why is jokowi kekeuh that Prabowo and Sandi gak ngerti macro micro economy when Sandi udh berkecimpung di dunia ekonomi all his life? *masih bingung banget*,im just gonna express my confussion sige why is jokowi kekeuh that prabowo and sandi gak ngerti macro micro economy when sandi udh kecimpung dunia ekonomi all his life bingung banget
netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.balinetizen.com/2019/04/14/3426/Â â€¦ via @Bali Netizen",menang pilpres prabowo sandi janji ambil gaji via bal netizen
netral,VIDEO: Jokowi Sebut Nilai Ekonomi Gamers Capai Belasan Triliun #01IndonesiaMaju #KerjaNyataJokowi https://m.liputan6.com/news/read/3941193/video-jokowi-sebut-nilai-ekonomi-gamers-capai-belasan-triliunÂ â€¦,video jokowi nilai ekonomi gamers capai belas triliun 01 indonesia maju kerja nyata jokowi
netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji:  http://metrobali.com/325164-2/Â  via @metrobali",menang pilpres prabowo sandi janji ambil gaji via metrobali
netral,"BUMN kuat sebagai benteng ekonomi , tusuk prabowo sandi",bumn kuat benteng ekonomi tusuk prabowo sandi
netral,"Hal yg sama digunakan senjata pendukung Paslon 02 menyerang Nawacita Presiden Jokowi. Framing beliau ingkar janji, mengabaikan obyektivitas beratnya tekanan ekonomi dunia yg tdk kondusif.",yg senjata dukung paslon 02 serang nawacita presiden jokowi framing beliau ingkar janji abai obyektivitas berat tekan ekonomi dunia yg tdk kondusif
negatif,"Aneh sekelas fadlin zon kaya Emak "" yg ga  ada gawean ..Mulut nya leeemeess.. Mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa"" di comen, wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya... ðŸ˜",aneh kelas fadlin zon kaya emak yg ga gawean mulut nya leeemeess dukung pilih aza gak segitunya kali comen wakil rakyat nya aja gak contoh rakyat harga pimpin negara nya
netral,"Pak @prabowo @sandiuno, boleh ya pak, nanti sebagian gaji bapak didonasikan ke saya buat nerusin sekolah lagiðŸ˜„",prabowo sandiuno ya gaji donasi nerusin sekolah
netral,"Yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital, e-sport seperti mobile legend hanya contoh dalam industri ekonomi digital.",pokok jokowi industri ekonomi digital e sport mobile legend contoh industri ekonomi digital
positif,"Kreatip nian petani kita.  Buat Bpk @Prabowo @Sandi jangan cuma turunkan harga sembako, Tapi tingkatkan pendapatan petani sbg produsen. Saya yakin Bpk punya rumusnya. Kami petani siap memdukung swasembada pangan.",kreatip nian tani bpk prabowo sandi turun harga sembako tingkat dapat tani sbg produsen bpk rumus tani memdukung swasembada pangan
netral,Pernyataan capres @prabowo bhwa kesalahan ekonomi di Indonesia saat ini terjadi bukan semata karena kesalahan calon presiden petahana Jokowi tp kesalahan Presiden2 sebelumnya membuat banyak orang terkejut krn seolah2 #PrabowoSalahkanSBY juga ðŸ¤”ðŸ™„ pic.twitter.com/Y3pxbOeglp,nyata capres prabowo bhwa salah ekonomi indonesia salah calon presiden tahana jokowi tp salah presiden2 orang kejut krn seolah2 prabowo salah sby
negatif,"Wah bisa dimasalahin sama kampret neh, tp nggak tau juga neh wkwkwkwk  Prabowo Ingin Pertumbuhan Ekonomi 2 Digit, Fadli Zon: Itu Sulit, tapi..  https://bisnis.tempo.co/read/1195473/prabowo-ingin-pertumbuhan-ekonomi-2-digit-fadli-zon-itu-sulit-tapi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",dimasalahin kampret neh tp nggak tau neh wkwkwkwk prabowo tumbuh ekonomi 2 digit fadli zon sulit
netral,"Setelah Prabowo terpilih menjadi Presiden, lakukan audit menyeluruh kepada @twitterID atas seluruh kewajibannya kepada Indonesia, termasuk seluruh kewajiban Perpajakannya.",prabowo pilih presiden laku audit twitterid wajib indonesia wajib pajak
negatif,"Semalam tiap jae omong ttg ekonomi prabowo sandi cuma senyum simpul,itu tandanya apa om.",malam jae omong ttg ekonomi prabowo sandi senyum simpul tanda om
positif,Pertama dlm sejarah Indonesia presiden dan wakil presiden tidak ambil gaji malah diserahkan pd negara. Dan mungkin ini yg pertama di dunia yg keduanya tidak ambil gaji Barokallah @prabowo dan @sandiuno semoga amanah demi masa depan negara #2019PrabowoPresidenRI https://twitter.com/IsmanTengku/status/1117200671940288513Â â€¦,dlm sejarah indonesia presiden wakil presiden ambil gaji serah pd negara yg dunia yg ambil gaji barokallah prabowo sandiuno moga amanah negara 2019 prabowo presiden ri
positif,"@sandiuno @prabowo Yth. Pak Prabowo dan pak Sandy, hari hati kami ketika bapak berkomitmen tidak mengambil gaji jika terpilih nanti. Semoga Allah menjadikan Bapak Berdua pemimpin umat, pemimpin bangsa yg amanah, amiin",sandiuno prabowo yth prabowo sandy hati komitmen ambil gaji pilih moga allah jadi dua pimpin umat pimpin bangsa yg amanah amiin
positif,"Kalau niatan mau memajukan pengembang lokal, itu bagus, Danai riset dan pengembangan Game mereka, bisa mulai dr game2 android, itu baru bisa mengembangkan ekonomi ( seperti Digital Happynes dgn dreadout ) atau Touchten dengan game2 androidnya, dan game2 mereka bkan game2 E Sport",niat maju kembang lokal bagus dana riset kembang game dr game2 android kembang ekonomi digital happynes dgn dreadout touchten game2 androidnya game2 bkan game2 e sport
positif,"Allah SWT sdh begitu baik kpd prabowo sandi. Msyarakat indonesia telah memberi ruang seluas luasna Kami brkomitmen brdua utk kami tdk akan mengambil gaji serupiah pun jika kami mendptkan amanah ini. Kami akan mberikannya kpd negara, kaum yatim & kaum duafa. #TPSTusukPrabowoSandi",allah swt sdh kpd prabowo sandi msyarakat indonesia ruang luas luasna brkomitmen brdua utk tdk ambil gaji rupiah mendptkan amanah mberikannya kpd negara kaum yatim kaum duafa tpstusuk prabowo sandi
negatif,Jokowi nanya ekonomi digital ga penting? Wadooowwwwww,jokowi nanya ekonomi digital ga wadooowwwwww
negatif,Pakta integritas wo Pulangkan Nb Brizik jd Menag Kilafah Bebaskan ulama kriminal #PrabowoketurunanKafirCinaMonster  Hpl psl 33 tp #WoUnoOrbaKuasaiLahanLuasSimpanDiPanamaSerakahGaNasionalis  Gaji gadiambil tp tunjangan Milyaran/bln diambil MUNAFIK #02menangRadikalOrbaAsengBerkuasa pic.twitter.com/8zd2lyAQIV,pakta integritas wo pulang nb brizik jd menag kilafah bebas ulama kriminal prabowoketurunan kafir cina monster hpl psl 33 tp wo uno orba kuasa lahan luas simpan panama serakah ga nasionalis gaji gadiambil tp tunjang milyaran bln ambil munafik 02menang radikal orba aseng kuasa
negatif,Berbanding terbalik sama faktanya bahwa Wowo sama Sandi menerima sumbangan dari rakyat untuk kampanye... Apa ga malu dengan komment mereka yg ga mau menerima gaji tapi untuk kampanye aja mereka mengharapkan sumbangan dari rakyat??,banding balik fakta wowo sandi terima sumbang rakyat kampanye ga malu komment yg ga terima gaji kampanye aja harap sumbang rakyat
positif,"Mereka cm minta kejelasan gaji mreka 4thn trkhr ke prabowo,karna sebagai pemilik perusahaan skrng,klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti TKA,lebih parah lagi nantinyaa,makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa",cm jelas gaji mreka 4thn trkhr prabowo karna milik usaha skrng klo usaha trsbt milik asingg dah pecat smua tu buruh ganti tka parah nantinyaa makanyaa prabowo nyelametin usaha trsbt demi indonesiaaaa
positif,"Cebong, cebong. Masalah pidato prabowo menyalahkan kita semua tentang arah ekonomi digoreng terus.  Koalisi adil makmur itu negarawan semua, pola pikirnya maju ke depan, klw memang ada yg salah dari dulu, ya harus diperbaiki, bukan diteruskan.",cebong cebong pidato prabowo salah arah ekonomi goreng koalisi adil makmur negarawan pola pikir maju klw yg salah ya baik terus
netral,"Tutup Debat, Prabowo Sindir Jokowi Soal Dana Desa, Sandiaga Janji Tak AmbilÂ Gaji  https://www.merdeka.com/politik/tutup-debat-prabowo-sindir-jokowi-soal-dana-desa-sandiaga-janji-tak-ambil-gaji.htmlÂ â€¦ pic.twitter.com/4R0ldqqfBm",tutup debat prabowo sindir jokowi dana desa sandiaga janji ambil gaji
negatif,Denger tuh pak jae..nanti gaji dari pak Prabowo dan Sandiaga gak akan diambil.. diserahkan kepada fakir miskin dan orang yang tidak mampu ... Gak kayak ente kekayaan nya nambah banyak....,denger tuh jae gaji prabowo sandiaga gak ambil serah fakir miskin orang gak kayak ente kaya nya nambah
netral,"Prabowo-Sandi: Kami komit tidak mengambil gaji  ""Allah SWT begitu baik kepada Prabowo-Sandi, Indonesia, memberikan keleluasan kepada kami, kami komit tidak mengambil gaji, kami akan setorkan kepada negara,"" ~@sandiuno~   #TusukPrabowoSandi pic.twitter.com/fsTUsg4WKc",prabowo sandi komit ambil gaji allah swt prabowo sandi indonesia luas komit ambil gaji setor negara sandiuno tusuk prabowo sandi
netral,Jokowi Jagokan Kawasan Khusus Ekonomi Pariwisata  http://dlvr.it/R2mZW1Â  pic.twitter.com/LOrP3WIhsb,jokowi jago kawasan khusus ekonomi pariwisata
netral,"Jokowi Memantabkan Ekonomi, Prabowo Salahkan MasaÂ Lalu  https://kanalsatu.info/pilpres-2019/2019/04/14/jokowi-memantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/EI9gtAxr5H",jokowi memantabkan ekonomi prabowo salah
negatif,"Beneran gk akan ambil gaji? Sumpah pocong dulu sblm berjanji, gmn?...ðŸ˜œ",beneran gk ambil gaji sumpah pocong sblm janji gmn
negatif,"ga masuk otak lu, pak jokowi nanya ekonomi digital di bidang e sport perputaran uangnya besar hadiah e sport bisa di atas 1M lebih pemerintah mau memungut pajak dari situ.  kalo nonton debat itu perhatiin bos",ga masuk otak lu jokowi nanya ekonomi digital bidang e sport putar uang hadiah e sport 1m perintah pungut pajak situ kalo nonton debat perhatiin bos
negatif,Tema debat semalam itu tentang PEREKONOMIAN... kenapa paslon01 melenceng nanyain #Mobilelegend & #PUBG  Rakyat  butuh #hargasembakomurah #hargabbmmurah #listrikmurah. Bukan main game? Apa main game gratis? #KapalOlengJendral @prabowo @sandiuno #kuotamahal,tema debat malam ekonomi paslon01 lenceng nanyain mobilelegend pubg rakyat butuh hargasembakomurah hargabbmmurah listrikmurah main game main game gratis kapal oleng jendral prabowo sandiuno kuotamahal
negatif,Siap2 inflasi ekonomi kalo semua bahan dimurahin ðŸ˜‚ dikira bahan2 dimurahin adalah jawaban yg tepat?,siap2 inflasi ekonomi kalo bahan dimurahin bahan2 dimurahin yg
negatif,"Gaji boleh ga diambil tp nanti semua perusahaan pribadi untungny berkali2 lipat, mau bikin ap di mudahin ala2 orba kali yah. Sekeluarga jadi kaya melintir.",gaji ga ambil tp usaha pribadi untungny berkali2 lipat bikin ap mudahin ala2 orba kali yah keluarga kaya melintir
netral,Erizeli Jely Bandaro Admin Â· 9 hrs  Perbedaan sikap dalam debat ( kajian dari debat capres )  Apa yang dimaksud Jokowi dengan istilah makro? Makro itu adalah kebijakan Ekonomi makro atau makroekonomi yang meliat...  https://www.facebook.com/errysober/posts/2701942486487817Â â€¦,erizeli jely bandaro admin 9 hrs beda sikap debat kaji debat capres jokowi istilah makro makro bijak ekonomi makro makroekonomi liat
negatif,"Dalam debat @jokowi --melakukan kesalahan fatal--  seharusnya @jokowi juga bilang bahwa harga listrik Indonesia adalah salah satu yg termurah di dunia, ingat bahwa yg nonton acara debat adalah juga rakyat yg wawasannya sedikit, mereka pasti simpati ke Sandi",debat jokowi salah fatal jokowi bilang harga listrik indonesia salah yg murah dunia yg nonton acara debat rakyat yg wawas simpati sandi
netral,Junjungannya tahu ekonomi makro main mobile legend deh #YourTurnBro,junjung ekonomi makro main mobile legend deh your turn bro
netral,"Gaji gk di ambil, tp yg di ambil uang negara dan masyarakat",gaji gk ambil tp yg ambil uang negara masyarakat
negatif,#PrabowoSalahkanSBY  https://bit.ly/2UyAoiRÂ  Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya   @sukangetweet @bocahsosmed @saaebunglon,prabowo salah sby info nih ps bilang debat ekonomi indonesia salah jokowi tp salah pemimpin2 jd utk gemar 02 jgn salah jokowi ya sukangetweet bocahsosmed saaebunglon
positif,"Pulang dr lihat penampilan bp @prabowo dan @sandiuno ,aduh senang banget, ndak ambil gaji gitu.. MasyaAlloh...",pulang dr lihat tampil bp prabowo sandiuno aduh senang banget ndak ambil gaji gitu masyaalloh
netral,Empat Kritik Prabowo soal Ekonomi Terhadap Jokowi di Debat Kelima  https://pilpres.tempo.co/read/1195553/empat-kritik-prabowo-soal-ekonomi-terhadap-jokowi-di-debat-kelima?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦,kritik prabowo ekonomi jokowi debat
positif,"betul bu, jadi salahin ibu2 yg pd males ngurus anak ya... bukan karena gak mampu secara ekonomi. berarti salah persepsi nih anies dan pak prabowo.",bu salahin ibu2 yg pd males ngurus anak ya gak ekonomi salah persepsi nih anies prabowo
positif,Closing Yang Cetar Membahana.ðŸ˜  Mau cari kerja gampang? Mau Pemerintahan bersih? Mau Harga-harga bahan pokok terjangkau? Mau Harga listrik turun? Mau BPJS diperbaiki? AYOK ke TPS = Tusuk Prabowo Sandi ðŸ‡²ðŸ‡¨ðŸ‘†ðŸ‘‡ #TusukPrabowoSandi @prabowo @sandiuno pic.twitter.com/44GjBatwVd,closing cetar bahana cari kerja gampang perintah bersih harga harga bahan pokok jangkau harga listrik turun bpjs baik ayok tps tusuk prabowo sandi tusuk prabowo sandi prabowo sandiuno
netral,Prabowo sandi pasangan militer dan ekonomi sesuai kebutuhan bangsa utk saat ini dan kedepannya  https://twitter.com/IndosiarID/status/1117003494597091330Â â€¦,prabowo sandi pasang militer ekonomi sesuai butuh bangsa utk depan
positif,"Info Nih Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY",info nih mantap pilih jokowi paslon 01 bahas ekonomi makro global paslon 02 anak bayi nggak ngerti apa2 sukangetweet bocahsosmed saaebunglon prabowo salah sby
positif,"Mksd p jkw bgs ingin mengembangkan ekonomi digital termasuk game Maksud p prbwo jg bgs ingin mngembngkn e sport, tapi fokus p prbowo ingin prbaiki dlu hal mndasar sperti pangan utk seluruh rakyat trmsuk para gamers, yg menikmati game kan hnya sglntir tp pangan utk smua rakyat",mksd p jkw bgs kembang ekonomi digital game maksud p prbwo jg bgs mngembngkn e sport fokus p prbowo prbaiki dlu mndasar sperti pangan utk rakyat trmsuk gamers yg nikmat game hnya sglntir tp pangan utk smua rakyat
positif,Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan pak @jokowi lagi ya krn bosmu udah bilang itu bukan salah @jokowi tapi #PrabowoSalahkanSBY . https://bit.ly/2UyAoiRÂ ,capres 02 bilang debat ekonomi indonesia salah jokowi salah pemimpin2 jd utk gemar 02 salah jokowi ya krn bos udah bilang salah jokowi prabowo salah sby
negatif,"mau ngapain juga gaji yg cuma beberapa juta itu, tp kl tunjangan jabatan yg beratus2 juta pasti ambil yaaakan?",ngapain gaji yg juta tp kl tunjang jabat yg beratus2 juta ambil yaaakan
netral,Prabowo-Sandi Janji Tak Ambil Gaji Jika Terpilih  https://www.bbcaceh.com/2019/04/prabowo-sandi-janji-tak-ambil-gaji.htmlÂ â€¦,prabowo sandi janji ambil gaji pilih
positif,"Clossing Statement Prabowo-Sandi, Subhanallah... ~ Tidak akan ambil gaji serupiah-pun ~ Gaji akan diberikan kpd kaum dhuafa yatim piatu, Subhanallah  ~ Melaksanakan Pakta Integritas hasil itjima ulama, Masya Allah   Allahu Akbar ðŸ™ðŸ½âœŠðŸ‘†ðŸ» #BeraniPilih02 pic.twitter.com/YTghYRkIao",clossing statement prabowo sandi subhanallah ambil gaji rupiah gaji kpd kaum dhuafa yatim piatu subhanallah laksana pakta integritas hasil itjima ulama masya allah allahu akbar berani pilih02
positif,"Yes, saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun! ðŸ‘‰ 17 April ke TPS kuy Tusuk Prabowo SandiðŸ‘Š #DebatFinalPilpres2019 #HoaxJkwMenangTotalDebat pic.twitter.com/7kOY5L4QtQ",yes pilih capres cawapres nggak ambil gaji rupiah 17 april tps kuy tusuk prabowo sandi debat final pilpres2019 hoax jkw menang total debat
positif,"Iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm",iya ga ambil gaji yg ambilin ajudan nya wkwkm
netral,"Ekonomi Salah Arah, Prabowo Salahkan Presiden-Presiden Sebelum Jokowi #PrabowoSalahkanSBY https://www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/Â â€¦",ekonomi salah arah prabowo salah presiden presiden jokowi prabowo salah sby
positif,"Alhamdulillah,smoga terlaksana cita2 #prabowosandi.Aamiin  ""Janji Tak Ambil Gaji Jika Menang Pilpres,Prabowo:Bukti Kita Tulus"" #PrabowoSandiMenangDebat #HoaxJkwMenangTotalDebat pic.twitter.com/H4nHVGgVtD",alhamdulillah smoga laksana cita2 prabowosandi aamiin janji ambil gaji menang pilpres prabowo bukti tulus prabowo sandi menang debat hoax jkw menang total debat
positif,"Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji. . Gak ada yg kek beginian di tetangga sebelah. Mantul Bang...  http://detik.id/64sS5rÂ ",pilih prabowo sandiaga janji ambil gaji gak yg kek tetangga belah mantul bang
positif,"Setuju pak @jokowi  nomer satu adalah persatuan bangsa, urusan presiden nomer dua saja. NKRI harga mati Merdeka ðŸ’ªðŸ‡®ðŸ‡©",tuju jokowi nomer satu bangsa urus presiden nomer nkri harga mati merdeka
positif,"setuju. bang sandi emg paham betul soal ekonomi, Pak Prabowo paham betul masalah Pertahanan dan Keamanan. PAS pokoknya",tuju bang sandi emg paham ekonomi prabowo paham tahan aman pas pokok
netral,"Pak Jokowi, semalam tanya soal e-Sport, sebenarnya arahnya mau ke perkembangan investasi & ekonomi digital. Tapi dijawab dengan Kebutuhan Pangan.",jokowi malam e sport arah kembang investasi ekonomi digital butuh pangan
netral,"mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?",kalo jokowi pilih alangkah baik menajdikan paslon 2 menteri ekonomi indonesia maju tos gw dah cocok jd presiden blm
negatif,Nggak terima gaji tapi ngeruk yg lainðŸ˜Š,nggak terima gaji ngeruk yg
negatif,"Itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang, lain dgn P. jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg.  Tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara.",hebat seorg wowo tim ekonomi yg pikir mundur belakang dgn p jokowi tim ekonomi yg pikir kedpn dpn generasi yg akn dtg tim ekonom wowo pikir senang rakyat dgn subsidi yg sifat
positif,Isu SDG dibahas saat Pk Jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan,isu sdg bahas pk jokowi tumbuh ekonomi tdk timpang tdk perhati
negatif,"Sumber uangnya jelas dan jumlahnya cuma 50 milyar.  Dibanding Wowo Genderuwo yg 1,9 trilyun, dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu?",sumber uang 50 milyar banding wowo genderuwo yg 1 9 trilyun mana prajurit yg makan gaji negara ngumpulin duit segitu
netral,"Pajak income naik, pajak kendaraan naik, pbb naik, pajak usaha naik.",pajak income pajak kendara pbb pajak usaha
negatif,"Insinyur Kehutanan mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",insinyur hutan ngajari usaha yg doktor mba ttg ekonomi makro waras sopo tgl 17 4 datang tps tusuk prabowo sandi
positif,"Blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat, yg sdh hd presiden saja blm pernah dengar. Cek akal sehat  Prabowo-Sandi Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  http://detik.id/6YXLcDÂ ",blm capres cawapres janji tdk terima gaji jabat yg sdh hd presiden blm dengar cek akal sehat prabowo sandi gaji gaji presiden
negatif,"Insinyur Kehutanan ( bener gak sih??) mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",insinyur hutan bener gak sih ngajari usaha yg doktor mba ttg ekonomi makro waras sopo tgl 17 4 datang tps tusuk prabowo sandi
negatif,Pilih Pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðŸ˜ #BeraniPilih02 pic.twitter.com/f2ptPOiGQk,pilih pimpin abdi jokowi ngemis gaji berani pilih02
negatif,"Lah itu naik pesawat, sewa hotel bisa, Terus ekonomi Indonesia mana yang darurat?",pesawat sewa hotel ekonomi indonesia darurat
positif,Bpk pasti menang...sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk..sehingga saat ini anak bangsa terpecah dan saling benci ..dan luka ini sulit sembuh...spt Aremania VS Bonek..hargailah org yg maju utk menjadi calon cawapres,bpk menang sayang menang bpk shg orang2 bpk anak bangsa pecah benci luka sulit sembuh spt aremania vs bonek harga org yg maju utk calon cawapres
positif,"Even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden NKRI. Berdasarkan UU, capres abadi tidak digaji oleh negara.",even umur hidup terima ambil gaji negara krn cicip jdi presiden nkri dasar uu capres abadi gaji negara
netral,"CEK FAKTA : Prabowo Sebut Banyak Aset WNI di Luar Negeri, Ini Data Ditjen Pajak  https://news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/JwQqVGbA8y",cek fakta prabowo aset wni negeri data ditjen pajak
negatif,Di tanya ttg e-sport jawabnya ttg pertanian dan ekonomiðŸ˜‚ðŸ˜‚ðŸ˜‚  Sebenarnya prabowo ini kuliahnya di universitas mana sih..? Pertanyaan ama jawaban gk nyambung amat.klenger apa keblinger.ðŸ¤£ðŸ¤£ðŸ¤£,ttg e sport ttg tani ekonomi prabowo kuliah universitas sih ama gk nyambung klenger keblinger
netral,"Itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. Bhs millenial>EGP  e' support jk hny sok2an. E'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðŸ™ˆ @KPU_ID @BappenasRI https://twitter.com/temposains/status/1117232508037242880Â â€¦",tendang pinalti prabowo pokok fokus pd pangan gizi murah harga2 jangkau tani sbg produk unggul negara bhs millenial egp e support jk hny sok2an e support hrus afiliasi dg produk unggul cetakcetek gadget kpu id bappenasri
netral,Klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu,klo prinsip turun harga naik dapat ekonomi equilibrium imbang mudah pake logika pikir damai
netral,"Kalau ekonomi gk tumbuh, anda gagal membuat ekonomi lebih baik, pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi, kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðŸ˜„ðŸ˜„ðŸ˜„",ekonomi gk tumbuh gagal ekonomi rata ekonomi impact nya tumbuh ekonomi rata ekonomi berimpact tumbuh ekonomi ya gagal nama
negatif,"emang gue pikirin.... gue cuma mikir jd presiden soal kerja itu sih ga masalah, rakyat Ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa Jokowi kerja keras malah ga dihargai, mendingan bobo deh... makanya wowo ga usah dipilih tau!",emang gue pikirin gue mikir jd presiden kerja sih ga rakyat ind sih diem mbok sby ajah tidur mulu 10 thn lha pa jokowi kerja keras ga harga mending bobo deh wowo ga pilih tau
netral,"Sepertinya ML, PUBG, dan DOTA lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak @jokowi",ml pubg dota maju ekonomi tingkat sejahtera rakyat ya jokowi
netral,"Lah nalarnya jg di mana? Yg dibahas ttg ekonomi makro, tp malah ngomongin mikro (ibu2 ngeluh harga2 pd naik), ra nyambung geblek. Ibarat motong rumput mestinya pake cengkrong, ini malah pake gunting kuku.",nalar jg yg bahas ttg ekonomi makro tp ngomongin mikro ibu2 ngeluh harga2 pd ra nyambung geblek motong rumput mesti pake cengkrong pake gunting kuku
netral,Prabowo: Strategi Ekonomi Indonesia Sudah Lama Salah Arah -  http://Bisnis.comÂ  http://dlvr.it/R2mXxgÂ ,prabowo strategi ekonomi indonesia salah arah
negatif,Yg membuat ekonomi maju itu membangun industri game Bukan bangun e-sport Ampun dah pak Jokowi  Yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  Atau bikin pabrik alat olahraga ðŸ˜«,yg ekonomi maju bangun industri game bangun e sport ampun dah jokowi yg buka lapang kerja bnyk jdi atlet bulutangkis bikin pabrik alat olahraga
negatif,Pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi Indonesia secara umum.,01 emang lebay sok milenial 02 sayang goblok bantah jelasin dgn bukti2 yg game ol gak pengaruh pd ekonomi indonesia
negatif,Gaji gak di ambil..? Sudah kaya? Lah napa kmrn minta sumbangan untuk dana kampanye,gaji gak ambil kaya napa kmrn sumbang dana kampanye
positif,"Terimakasih Bapak Prabowo Subianto dan bang Sandiaga Uno Salahuddin Uno,gaji BPK ""tdk akan diambil dan untuk kepentingan masyarakat Indonesia, terimakasih dan terimakasih . rakyat Indonesia menanti bapak sebagai PRESIDEN INDONESIA yg adil makmur dr Sabang sampai Merauke",terimakasih prabowo subianto bang sandiaga uno salahuddin uno gaji bpk tdk ambil penting masyarakat indonesia terimakasih terimakasih rakyat indonesia presiden indonesia yg adil makmur dr sabang merauke
positif,"Pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu. Karena permintaan terhadap kartu meningkat , maka sesuai hukum supply dan demand, harga kartu pun akan naik dan perlu diciptakan kartu baru, begitu seterusnya",aku yg jujur sembako mahal kartu minta kartu tingkat sesuai hukum supply demand harga kartu cipta kartu
netral,"Kalau ada kasus 1 dr 3 anak di ibukota tidak sarapan, probabilitasnya: 1. Kelg nya tidak mentradisikan sarapan 2. Kelg kurang mampu dan itu menjadi tggjwb Gub DKI 3. Persoalan ekonomi bangsa 4. Lainnya ...",1 dr 3 anak ibukota sarap probabilitas 1 kelg nya tradisi sarap 2 kelg tggjwb gub dki 3 ekonomi bangsa 4
